"SiteNumber"	"Type"	"LocationID"	"EffectiveDate"	"Region"	"DistrictOffice"	"State"	"StateName"	"County"	"CountyState"	"City"	"FacilityName"	"Ownership"	"Use"	"Owner"	"OwnerAddress"	"OwnerCSZ"	"OwnerPhone"	"Manager"	"ManagerAddress"	"ManagerCSZ"	"ManagerPhone"	"ARPLatitude"	"ARPLatitudeS"	"ARPLongitude"	"ARPLongitudeS"	"ARPMethod"	"ARPElevation"	"ARPElevationMethod"	"MagneticVariation"	"MagneticVariationYear"	"TrafficPatternAltitude"	"ChartName"	"DistanceFromCBD"	"DirectionFromCBD"	"LandAreaCoveredByAirport"	"BoundaryARTCCID"	"BoundaryARTCCComputerID"	"BoundaryARTCCName"	"ResponsibleARTCCID"	"ResponsibleARTCCComputerID"	"ResponsibleARTCCName"	"TieInFSS"	"TieInFSSID"	"TieInFSSName"	"AirportToFSSPhoneNumber"	"TieInFSSTollFreeNumber"	"AlternateFSSID"	"AlternateFSSName"	"AlternateFSSTollFreeNumber"	"NOTAMFacilityID"	"NOTAMService"	"ActiviationDate"	"AirportStatusCode"	"CertificationTypeDate"	"FederalAgreements"	"AirspaceDetermination"	"CustomsAirportOfEntry"	"CustomsLandingRights"	"MilitaryJointUse"	"MilitaryLandingRights"	"InspectionMethod"	"InspectionGroup"	"LastInspectionDate"	"LastOwnerInformationDate"	"FuelTypes"	"AirframeRepair"	"PowerPlantRepair"	"BottledOxygenType"	"BulkOxygenType"	"LightingSchedule"	"BeaconSchedule"	"ATCT"	"UNICOMFrequencies"	"CTAFFrequency"	"SegmentedCircle"	"BeaconColor"	"NonCommercialLandingFee"	"MedicalUse"	"SingleEngineGA"	"MultiEngineGA"	"JetEngineGA"	"HelicoptersGA"	"GlidersOperational"	"MilitaryOperational"	"Ultralights"	"OperationsCommercial"	"OperationsCommuter"	"OperationsAirTaxi"	"OperationsGALocal"	"OperationsGAItin"	"OperationsMilitary"	"OperationsDate"	"AirportPositionSource"	"AirportPositionSourceDate"	"AirportElevationSource"	"AirportElevationSourceDate"	"ContractFuelAvailable"	"TransientStorage"	"OtherServices"	"WindIndicator"
03283.*A	AIRPORT	'LAL	08/22/2013	ASO	ORL	FL	FLORIDA	POLK	FL	LAKELAND	LAKELAND LINDER RGNL	PU	PU	CITY OF LAKELAND	3900 DON EMERSON DRIVE SUITE 210	LAKELAND, FL 33811	    863-834-3298	EUGENE B. CONRAD, III	3900 DON EMERSON DRIVE SUITE 210	LAKELAND, FL 33811-1340	    863-834-3298	27-59-20.1000N	100760.1000N	082-01-06.8000W	295266.8000W	E	142	S	04W	2000		MIAMI	4	SW	 1710	ZMA	ZCR	MIAMI				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				LAL	Y	01/01/1943	O	I B S 12/1977	NGPRY	NO OBJECTION	N	N	N	Y	F	F	12052012		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	124.500	Y	CG	N		142	25	20	8		0		534		885	23795	47452	3387	09/30/2012	3RD PARTY SURVEY	2006-09-21 00:00:00.0	NACO	2004-10-19 00:00:00.0		HGR	AVNCS,CHTR,INSTR,RNTL,SALES	Y
03314.*A	AIRPORT	'MTH	08/22/2013	ASO	ORL	FL	FLORIDA	MONROE	FL	MARATHON	THE FLORIDA KEYS MARATHON	PU	PU	MONROE COUNTY	500 WHITEHEAD ST	KEY WEST, FL 33040	    305-296-5439	DON DEGRAW	9400 OVERSEAS HWY SUITE 200	MARATHON, FL 33050	    305-289-6060	24-43-34.3000N	089014.3000N	081-03-04.9000W	291784.9000W	E	5	S	04W	2000		MIAMI	3	E	  197	ZMA	ZCR	MIAMI				N	MIA	MIAMI		1-800-WX-BRIEF				MTH	Y	03/01/1944	O	I A U 12/1974	NGY	NOT ANALYZED	N	Y	N	Y	F	F	06252013		100LLA1+	MINOR	MINOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		65	17	1	7		0	1	0		4200	34084	26780	400	05/31/2013	NGS	2007-07-20 00:00:00.0	NGS	2007-07-20 00:00:00.0		TIE	AGRI,INSTR,RNTL,SALES	Y-L
03321.*A	AIRPORT	'MLB	08/22/2013	ASO	ORL	FL	FLORIDA	BREVARD	FL	MELBOURNE	MELBOURNE INTL	PU	PU	CITY OF MELBOURNE	1 AIR TERMINAL PKWY/SUITE 220	MELBOURNE, FL 32901	    321-723-6227	RICHARD A. ENNIS	1 AIRPORT TERMINAL PKWY, SUITE 220	MELBOURNE, FL 32901	    321-723-6227	28-06-09.9100N	101169.9100N	080-38-42.9250W	290322.9250W	E	33	S	07W	2015		JACKSONVILLE	2	NW	 2800	ZMA	ZCR	MIAMI	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				MLB	Y	04/01/1940	O	I C S 05/1973	NGPRY3	NO OBJECTION	N	N	N	Y	F	F	07132012		100LLA	MAJOR	MAJOR	NONE		SEE RMK	SS-SR	Y	122.950	118.200	Y	CG	N		181	46	14	6		1		5076		1384	90808	101091	451	03/30/2012	NACO	2002-07-08 00:00:00.0				HGR,TIE	AMB,AVNCS,CARGO,CHTR,INSTR,RNTL	Y-L
03333.*A	AIRPORT	'MIA	08/22/2013	ASO	ORL	FL	FLORIDA	DADE	FL	MIAMI	MIAMI INTL	PU	PU	DADE COUNTY AVIATON DEPT	PO BOX 025504	MIAMI, FL 33102-5504	    305-876-7077	EMILIO T. GONZALEZ	PO BOX 025504	MIAMI, FL 33102-5504	    305-876-7077	25-47-43.3000N	092863.3000N	080-17-24.4000W	289044.4000W	E	8	S	05W	2000		MIAMI	8	NW	 3300	ZMA	ZCR	MIAMI				N	MIA	MIAMI		1-800-WX-BRIEF				MIA	Y	04/01/1940	O	I E S 05/1973	NGPY	NO OBJECTION	Y	N	N	Y	F	F	12072011		100  A	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SS-SR	SS-SR	Y	123.000		N	CG	Y		0	13	15					314453		57404	0	18361	977	12/31/2012	3RD PARTY SURVEY	2011-02-08 00:00:00.0	3RD PARTY SURVEY	2011-02-08 00:00:00.0		HGR,TIE	AFRT,AGRI,CARGO,CHTR	Y-L
03379.*A	AIRPORT	'APF	08/22/2013	ASO	ORL	FL	FLORIDA	COLLIER	FL	NAPLES	NAPLES MUNI	PU	PU	CITY OF NAPLES APT AUTH	160 AVIATION DR NORTH	NAPLES, FL 34104	    239-643-0733	THEODORE D. SOLIDAY	160 AVIATION DR NORTH	NAPLES, FL 34104	    239-643-0733	26-09-08.7895N	094148.7895N	081-46-32.2996W	294392.2996W	E	8	S	03W	1995	1000	MIAMI	2	NE	  732	ZMA	ZCR	MIAMI				N	MIA	MIAMI		1-800-WX-BRIEF				APF	Y	07/01/1944	O	I A S 01/1983	NGY3	NOT ANALYZED	N	N	N	Y	F	F	04162013		100LLA	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	Y		128.500	Y	CG	N		201	61	46	9				0		8490	18827	59569	192	09/30/2012	FAA-EST	2012-09-12 00:00:00.0	3RD PARTY SURVEY	2009-10-17 00:00:00.0		HGR	AGRI,AMB,CHTR,RNTL,SALES	Y-L
03394.*A	AIRPORT	'OCF	08/22/2013	ASO	ORL	FL	FLORIDA	MARION	FL	OCALA	OCALA INTL-JIM TAYLOR FIELD	PU	PU	CITY OF OCALA	750 SW 60TH AVENUE	OCALA, FL 34474	    352-629-8377	MR. MATTHEW GROW	750 SW 60TH AVE	OCALA, FL 34474	    352-629-8377	29-10-18.7564N	105018.7564N	082-13-26.8127W	296006.8127W	E	90	S	04W	2000		JACKSONVILLE	4	W	 1532	ZJX	ZCJ	JACKSONVILLE				N	GNV	GAINESVILLE		1-800-WX-BRIEF				OCF	Y	08/01/1961	O	IV A U 11/1984	NGY	NO OBJECTION	N	N	N	Y	F	F	01152013		100LLA1+	MAJOR	MAJOR	HIGH	HIGH/LOW	SEE RMK	SS-SR	Y	123.000	119.250	Y	CG	N		85	13	9	9				24		434	14902	3258	443	12/31/2012	FAA	2009-09-16 00:00:00.0	3RD PARTY SURVEY	2007-02-16 00:00:00.0		HGR,TIE	AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
03407.*A	AIRPORT	'MCO	08/22/2013	ASO	ORL	FL	FLORIDA	ORANGE	FL	ORLANDO	ORLANDO INTL	PU	PU	GREATER ORLANDO AVIATION AUTHORITY	1 JEFF FUQUA BLVD	ORLANDO, FL 32827-4399	    407-825-2001	PHILLIP N.  BROWN, A.A.E.	1 JEFF FUQUA BLVD	ORLANDO, FL 32827-4399	    407-825-7445	28-25-45.8170N	102345.8170N	081-18-32.3750W	292712.3750W	E	96	S	06W	2015		JACKSONVILLE	6	SE	13302	ZJX	ZCJ	JACKSONVILLE				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				MCO	Y	06/01/1941	O	I E S 05/1973	NGPY	NO OBJECTION	N	Y	N	Y	F	F	04052013		100LLA	MINOR	MINOR	NONE	NONE	SS-SR	SS-SR	Y	122.950		N	CG	N		5	6	11	1		0		280216		11671	0	16408	569	12/31/2012	ADO	2005-10-31 00:00:00.0	ADO	2005-10-31 00:00:00.0		HGR,TIE	AFRT,CARGO	Y-L
03407.1*A	AIRPORT	'SFB	08/22/2013	ASO	ORL	FL	FLORIDA	SEMINOLE	FL	ORLANDO	ORLANDO SANFORD INTL	PU	PU	SANFORD ARPT AUTHORITY	1200 RED CLEVELAND BLVD, SUITE #200	SANFORD, FL 32773-0818	    407-585-4000	LARRY A. DALE	1200 RED CLEVELAND BLVD	SANFORD, FL 32773	    407-585-4000	28-46-37.0636N	103597.0636N	081-14-05.7062W	292445.7062W	E	55	S	05W	2000	1000	JACKSONVILLE	16	NE	 3000	ZJX	ZCJ	JACKSONVILLE				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				SFB	Y	02/01/1943	O	I D S 02/1989	NGPY	NO OBJECTION	Y	N	N	Y	F	F	04112013		100LLA	MAJOR	MAJOR	HIGH	NONE	SEE RMK	SS-SR	Y		120.300	Y	CG	N		207	57	48	18				12965		1207	176187	114248	369	03/31/2013	NGS	2009-10-21 00:00:00.0	NGS	2009-10-21 00:00:00.0		HGR,TIE	AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
03430.3*A	AIRPORT	'ECP	08/22/2013	ASO	ORL	FL	FLORIDA	BAY	FL	PANAMA CITY	NORTHWEST FLORIDA BEACHES INTL	PU	PU	PANAMA CITY-BAY CO ARPT & INDST DIS	6300 WEST BAY PARKWAY	PANAMA CITY BEACH, FL 32409	    850-763-6751	JOHN WHEAT	6300 WEST BAY PARKWAY	PANAMA CITY BEACH, FL 32409	    850-763-6751	30-21-29.7000N	109289.7000N	085-47-44.2000W	308864.2000W	E	68	S	03W	2010		NEW ORLEANS	16	NW	 4000	ZJX	ZCJ	JACKSONVILLE	ZJX	ZCJ	JACKSONVILLE		GNV	GAINESVILLE		1-800-WX-BRIEF				ECP		02/01/2010	O	I B S 05/2010	N							F	07172012		100LLA			NONE	NONE	SEE RMK	SS-SR	Y		118.950	Y	CG			86	15	9					7610		6930	11605	10677	10782	06/26/2012	3RD PARTY SURVEY	2011-01-20 00:00:00.0	3RD PARTY SURVEY	2011-01-20 00:00:00.0		HGR,TIE	INSTR,RNTL	Y-L
03435.*A	AIRPORT	'PNS	08/22/2013	ASO	ORL	FL	FLORIDA	ESCAMBIA	FL	PENSACOLA	PENSACOLA GULF COAST RGNL	PU	PU	CITY OF PENSACOLA	2430 AIRPORT BLVD SUITE 225	PENSACOLA, FL 32504	    850-436-5000	MELINDA CRAWFORD	2430 AIRPORT BLVD SUITE 225	PENSACOLA, FL 32504	    850-436-5000	30-28-24.3320N	109704.3320N	087-11-11.8040W	313871.8040W	E	121	S	02W	2010	1000	NEW ORLEANS	3	NE	 1211	ZJX	ZCJ	JACKSONVILLE				N	GNV	GAINESVILLE		1-800-WX-BRIEF				PNS	Y		O	I C S 04/2005	NGRY3	NO OBJECTION	N	Y	N	Y	F	F	07202012		100  100LLA	MAJOR	MAJOR	NONE	HIGH	SEE RMK	SS-SR	Y	122.950	119.900	Y	CG	N		59	18	5	3				9552		20801	37285	24634	24781	12/31/2011	NACO	2006-03-01 00:00:00.0	NGS	2002-02-01 00:00:00.0		HGR,TIE	AMB,CHTR,INSTR,RNTL,SALES	Y-L
03455.*A	AIRPORT	'PGD	08/22/2013	ASO	ORL	FL	FLORIDA	CHARLOTTE	FL	PUNTA GORDA	PUNTA GORDA	PU	PU	CHARLOTTE COUNTY ARPT AUTH	28000 A-1 AIRPORT RD	PUNTA GORDA, FL 33982	    941-639-1101	GARY QUILL	28000 A-1 AIRPORT RD	PUNTA GORDA, FL 33982	    941-639-1101	26-55-08.1756N	096908.1756N	081-59-27.3329W	295167.3329W	E	26	S	03W	1990	1000	MIAMI	3	SE	 1934	ZMA	ZCR	MIAMI				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PGD	Y	02/01/1944	O	I B S 11/2007	NGPRY3	NO OBJECTION	N	N	N	Y	F	F	12072012		100LLA    A+	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.975	121.000	Y	CG	N		237	29	11	7			7	534		2471	54120	17680	49	12/30/2012	FAA	2010-01-12 00:00:00.0	3RD PARTY SURVEY	2006-05-17 00:00:00.0		HGR,TIE	CHTR,INSTR,RNTL	Y-L
03484.*A	AIRPORT	'SRQ	08/22/2013	ASO	ORL	FL	FLORIDA	SARASOTA	FL	SARASOTA/BRADENTON	SARASOTA/BRADENTON INTL	PU	PU	SARASOTA MANATEE ARPT AUTHORITY	6000 AIRPORT CIRCLE	SARASOTA, FL 34243-2105	    941-359-5200	FREDERICK J. PICCOLO	6000 AIRPORT CIRCLE	SARASOTA, FL 34243-2105	    941-359-5200	27-23-43.6000N	098623.6000N	082-33-15.8000W	297195.8000W	E	30	S	05W	2010	1000	MIAMI	3	N	 1102	ZMA	ZCR	MIAMI				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				SRQ	Y	04/01/1942	O	I C S 05/1973	NGRVY3	NO OBJECTION	N	N	N	Y	F	F	02222013		100LLA    A+	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	120.100	N	CG	N		170	28	42	20			0	120049		5513	31016	56623	2916	01/31/2013	3RD PARTY SURVEY	2008-02-07 00:00:00.0	3RD PARTY SURVEY	2008-02-07 00:00:00.0		HGR,TIE	AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
03468.*A	AIRPORT	'SGJ	08/22/2013	ASO	ORL	FL	FLORIDA	ST JOHNS	FL	ST AUGUSTINE	NORTHEAST FLORIDA RGNL	PU	PU	ST AUGUSTINE ARPT AUTH	4796 US 1 NORTH	ST AUGUSTINE, FL 32095	    904-209-0090	ED WUELLNER	4796 US 1 NORTH	ST AUGUSTINE, FL 32095	    904-209-0090	29-57-33.3000N	107853.3000N	081-20-23.0000W	292823.0000W	E	10	S	04W	1995	1000	JACKSONVILLE	4	N	  668	ZJX	ZCJ	JACKSONVILLE				N	GNV	GAINESVILLE		1-800-WX-BRIEF				SGJ	Y	04/01/1940	O	I A S 09/1986	NGRY3	NO OBJECTION	N	N	N	Y	F	F	03082013		100LLA	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	Y	122.950	127.625	Y	CG	N		200	28	17	11		12	1	2		6000	65000	60000	5000	02/28/2013	NGS	2009-03-23 00:00:00.0	NGS	2009-03-23 00:00:00.0		HGR,TIE	AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
03475.*A	AIRPORT	'PIE	08/22/2013	ASO	ORL	FL	FLORIDA	PINELLAS	FL	ST PETERSBURG-CLEARWATER	ST PETERSBURG-CLEARWATER INTL	PU	PU	COUNTY OF PINELLAS	ST. PETERSBURG-CLEARWATER INT'L, 14700 TERMINAL BLVD. SUITE 221	CLEARWATER, FL 33762	    727-453-7800	NOAH LAGOS	ST PETERSBURG-CLEARWATER INT'L, 14700 TERMINAL BLVD. SUITE 221	CLEARWATER, FL 33762	    727-453-7800	27-54-35.9974N	100475.9974N	082-41-15.1609W	297675.1609W	E	10	S	05W	2010	800	MIAMI	8	N	 1900	ZMA	ZCR	MIAMI				N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				PIE	Y	10/01/1942	O	I C S 11/1974	NGPRY3	NO OBJECTION	N	Y	N	Y	F	F	06192013		100  A    A1+	MAJOR	MAJOR	NONE	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	118.300	N	CG	N		165	38	27	40		37		7081		4323	56487	50391	18274	05/31/2013	FAA-EST	2013-04-10 00:00:00.0	3RD PARTY SURVEY	2012-11-14 00:00:00.0		HGR,TIE	AFRT,AMB,CHTR,INSTR,RNTL	Y-L
03509.1*A	AIRPORT	'TLH	08/22/2013	ASO	ORL	FL	FLORIDA	LEON	FL	TALLAHASSEE	TALLAHASSEE RGNL	PU	PU	CITY OF TALLAHASSEE	CITY HALL	TALLAHASSEE, FL 32304	    850-891-7802	SUNIL HARMON	3300 CAPITOL CIRCLE SW	TALLAHASSEE, FL 32310	    850-891-7802	30-23-48.3000N	109428.3000N	084-21-03.1000W	303663.1000W	E	83	S	03W	2000		JACKSONVILLE	4	SW	 2490	ZJX	ZCJ	JACKSONVILLE				N	GNV	GAINESVILLE		1-800-WX-BRIEF				TLH	Y	09/01/1961	O	I C S 05/1973	NGSY	NO OBJECTION	N	N	N	Y	F	F	08302012		100LLA	MAJOR	MAJOR	HIGH	HIGH	SEE RMK	SS-SR	Y	123.075	118.700	Y	CG	N		74	15	3	14				3651		15659	12356	24063	13627	07/31/2012	3RD PARTY SURVEY	2013-01-05 00:00:00.0	3RD PARTY SURVEY	2013-01-05 00:00:00.0		HGR	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
03513.*A	AIRPORT	'TPA	08/22/2013	ASO	ORL	FL	FLORIDA	HILLSBOROUGH	FL	TAMPA	TAMPA INTL	PU	PU	HILLSBOROUGH CO AVN AUTHORITY	PO BOX 22287	TAMPA, FL 33622	    813-870-8700	JOHN TILIACOS	PO BOX 22287	TAMPA, FL 33622	    813-870-8700	27-58-31.7000N	100711.7000N	082-31-59.7000W	297119.7000W	E	26	S	05W	2010	1000	MIAMI	6	W	 3300	ZJX	ZCJ	JACKSONVILLE	ZMA	ZCR	MIAMI	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				TPA	Y	04/01/1940	O	I E S 05/1973	NGPRY	NO OBJECTION	Y	N	N	Y	F	F	06212013		100LLA	MAJOR	MAJOR	NONE	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		16	6	34	9				157318		25827	370	28449	1041	04/30/2013	FAA	2009-04-13 00:00:00.0	3RD PARTY SURVEY	2008-07-02 00:00:00.0		HGR	AVNCS	Y-L
03532.*A	AIRPORT	'TIX	08/22/2013	ASO	ORL	FL	FLORIDA	BREVARD	FL	TITUSVILLE	SPACE COAST RGNL	PU	PU	TITUSVILLE COCOA ARPT AUTH	355 GOLDEN KNIGHTS BLVD	TITUSVILLE, FL 32780	    321-267-8780	MR. MICHAEL D. POWELL,A.C.E..	355 GOLDEN KNIGHTS BLVD	TITUSVILLE, FL 32780	    321-267-8780	28-30-53.2800N	102653.2800N	080-47-57.2200W	290877.2200W	E	34	S	05W	2000		JACKSONVILLE	5	S	 1650	ZMA	ZCR	MIAMI	ZJX	ZCJ	JACKSONVILLE	N	PIE	SAINT PETERSBURG		1-800-WX-BRIEF				TIX	Y	10/01/1944	O	IV A U 10/1985	NGRY3	NO OBJECTION	N	N	N	Y	F	F	07112012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	118.900	N	CG	N		69	15	1	50				0		247	70884	66293	124	06/30/2012	AVN	2003-10-29 00:00:00.0	AVN	2003-10-29 00:00:00.0		HGR,TIE	AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
03540.*A	AIRPORT	'VRB	08/22/2013	ASO	ORL	FL	FLORIDA	INDIAN RIVER	FL	VERO BEACH	VERO BEACH MUNI	PU	PU	CITY OF VERO BEACH	PO BOX 1389	VERO BEACH, FL 32960	    772-978-5151	MR. ERIC MENGER	PO BOX 1389	VERO BEACH, FL 32961-1389	    772-978-4930	27-39-20.0000N	099560.0000N	080-25-04.6000W	289504.6000W	E	23	S	07W	2015		MIAMI	1	NW	 1707	ZMA	ZCR	MIAMI					PIE	SAINT PETERSBURG		1-800-WX-BRIEF				VRB	Y	04/01/1940	O	IV A U 11/1974	NGPRY3	NO OBJECTION	N	N	N	Y	F	F	07102012		100  A	MAJOR	MAJOR	HIGH/LOW	NONE	SEE RMK	SS-SR	Y	122.950	126.300	Y	CG	N		151	43	5	4				0		2953	82106	68657	153	06/30/2012	3RD PARTY SURVEY	2009-09-15 00:00:00.0	3RD PARTY SURVEY	2009-09-15 00:00:00.0		HGR,TIE	AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES	Y-L
03555.*A	AIRPORT	'PBI	08/22/2013	ASO	ORL	FL	FLORIDA	PALM BEACH	FL	WEST PALM BEACH	PALM BEACH INTL	PU	PU	PALM BEACH COUNTY	BLDG 846-PALM BEACH INTL	WEST PALM BEACH, FL 33406	    561-471-7420	BRUCE V PELLY	BLDG 846-PALM BEACH INTL	WEST PALM BEACH, FL 33406	    561-471-7412	26-40-59.4000N	096059.4000N	080-05-44.1000W	288344.1000W	E	20	S	06W	2010		MIAMI	3	W	 2120	ZMA	ZCR	MIAMI				N	MIA	MIAMI		1-800-WX-BRIEF				PBI	Y	04/01/1940	O	I C S 05/1973	NGPY	NO OBJECTION	Y	N	N	Y	F	F	05012013		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SS-SR	SS-SR	Y	122.950		N	CG	N		10	7	104	15				48807		26924	231	57030	997	03/31/2013	NGS	2010-02-03 00:00:00.0	NGS	2010-02-03 00:00:00.0		TIE	AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV	Y
03616.*A	AIRPORT	'ABY	08/22/2013	ASO	ATL	GA	GEORGIA	DOUGHERTY	GA	ALBANY	SOUTHWEST GEORGIA RGNL	PU	PU	CITY OF ALBANY	3905 NEWTON ROAD, SUITE 100	ALBANY, GA 31701-7356	    229-430-5175	YVETTE AEHLE	3905 NEWTON ROAD, SUITE 100	ALBANY, GA 31701	    229-430-5175	31-32-07.9000N	113527.9000N	084-11-40.1000W	303100.1000W	E	196	S	02W	1985	800	JACKSONVILLE	3	SW	  980	ZJX	ZCJ	JACKSONVILLE				N	MCN	MACON		1-800-WX-BRIEF				ABY	Y	04/01/1940	O	I A S 05/1973	NGY3	NO OBJECTION	N	N	N	Y	F	F	08122011		100LLA	MINOR	MINOR	LOW	NONE	SEE RMK	SS-SR	Y	122.950	120.250	Y	CG	N		21	9	2	0				54		2830	7053	16661	8382	07/30/2011	3RD PARTY SURVEY	2007-03-03 00:00:00.0	3RD PARTY SURVEY	2007-03-03 00:00:00.0		HGR,TIE	AFRT,AGRI,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES	Y-L
03637.*A	AIRPORT	'AHN	08/22/2013	ASO	ATL	GA	GEORGIA	CLARKE	GA	ATHENS	ATHENS/BEN EPPS	PU	PU	CLARKE COUNTY	PO BOX 448, CO COURTHOUSE	ATHENS, GA 30601	    706-613-3420	TIM BEGGERLY	1010 BEN EPPS DRIVE	ATHENS, GA 30605	    706-613-3416	33-56-54.9000N	122214.9000N	083-19-34.9000W	299974.9000W	E	808	S	03W	1985		ATLANTA	3	E	  425	ZTL	ZCT	ATLANTA				N	MCN	MACON		1-800-WX-BRIEF				AHN	Y	07/01/1940	O	II A S 02/1985	NGY3	NO OBJECTION	N	N	N	Y	F	F	08102012		100LLA1	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	Y	122.950	126.300	Y	CG	N		64	8	0	0		0		63		2129	9806	16933	1649	08/09/2012	3RD PARTY SURVEY	2010-01-18 00:00:00.0	3RD PARTY SURVEY	2010-03-07 00:00:00.0		HGR,TIE	AFRT,CHTR,INSTR,RNTL,SALES	Y
03640.*A	AIRPORT	'ATL	08/22/2013	ASO	ATL	GA	GEORGIA	FULTON	GA	ATLANTA	HARTSFIELD - JACKSON ATLANTA INTL	PU	PU	CITY OF ATLANTA	CITY HALL	ATLANTA, GA 30303	    404-330-6000	LOUIS E. MILLER	PO BOX 20509 AIRPORT OPNS	ATLANTA, GA 30320	    404-530-6600	33-38-12.1183N	121092.1183N	084-25-40.3102W	303940.3102W	E	1026	S	05W	2015		ATLANTA	7	S	 4700	ZTL	ZCT	ATLANTA				N	MCN	MACON		1-800-WX-BRIEF				ATL	Y	09/01/1942	O	I E S 05/1973	NGPY3	NO OBJECTION	N	Y	N	Y	F	F	06142013		100  100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW		SS-SR	Y	122.950		N	CG	Y			0		3				740363		181776	7743	795	428	12/31/2012	FAA-EST	2012-04-17 00:00:00.0	NGS	2004-05-05 00:00:00.0		HGR	AMB,CARGO,CHTR	Y
03650.*A	AIRPORT	'AGS	08/22/2013	ASO	ATL	GA	GEORGIA	RICHMOND	GA	AUGUSTA	AUGUSTA RGNL AT BUSH FIELD	PU	PU	CITY OF AUGUSTA	AVIATION DEPARTMENT, 1501 AVIATION WAY	AUGUSTA, GA 30906	    706-798-2656	MR. GARY W. LE TELLIER, AAE	1501 AVIATION WAY	AUGUSTA, GA 30906	    706-798-3236	33-22-11.8000N	120131.8000N	081-57-52.2000W	295072.2000W	E	144	S	04W	1990		ATLANTA	6	S	 1411	ZTL	ZCT	ATLANTA				N	MCN	MACON		1-800-WX-BRIEF				AGS	Y	10/01/1943	O	I B S 05/1973	NGPY	NOT ANALYZED	N	N	N	Y	F	F	04262013		100LLA	MAJOR	MAJOR	HIGH/LOW	HIGH/LOW	SEE RMK	SS-SR	Y	122.950	118.700	Y	CG	N		4	8	5	0				1294		12001		10666	1375	12/31/2012	3RD PARTY SURVEY	2007-12-18 00:00:00.0				HGR,TIE	AMB,AVNCS,CARGO,CHTR,RNTL,SALES	Y
03683.*A	AIRPORT	'BQK	08/22/2013	ASO	ATL	GA	GEORGIA	GLYNN	GA	BRUNSWICK	BRUNSWICK GOLDEN ISLES	PU	PU	GLYNN COUNTY	1803 GLOUCESTER ST.	BRUNSWICK, GA 31521	    912-554-7400	STEVEN V. BRIAN	295 AVIATION PKWY. SUITE 205	BRUNSWICK, GA 31525	    912-265-2070	31-15-32.5240N	112532.5240N	081-27-58.7361W	293278.7361W	E	26	S	04W	1985		JACKSONVILLE	5	N	 2003	ZJX	ZCJ	JACKSONVILLE				N	MCN	MACON		1-800-WX-BRIEF				BQK	Y	02/01/1944	O	I A S 03/1982	NGPY	NO OBJECTION	N	Y	N	Y	F	F	07202012		100LLA	MAJOR	MAJOR	NONE	NONE	SEE RMK	SS-SR	N	122.800	122.800	Y	CG	N		35	5		1			1	2190		1000	8160	12550	500	12/31/2011	FAA	2008-11-21 00:00:00.0	ADO	2003-07-10 00:00:00.0		HGR,TIE	CARGO,CHTR,INSTR,RNTL	Y-L
